"person_id","name","ocupation","number_of_movies","total_box_office"
nm1730221,Reid Carolin,producer,1,48453604
nm1731937,Alex Kendrick,actor,1,38026104
nm1731937,Alex Kendrick,director,1,73267872
nm1732981,Martin McDonagh,director,2,194277776
nm1733365,J. Todd Smith,actor,1,84384000
nm1733778,Jeff Fowler,director,2,722372480
nm1733918,Dana Murray,producer,1,120957728
nm1734700,Nelsan Ellis,actor,1,33448972
nm1735332,Özge Özberk,actress,1,22212368
nm1738172,Toby Hemingway,actor,1,37598768
nm1740112,Denise Gough,actress,1,32140970
nm1741002,Matt Smith,actor,2,190418592
nm1743005,Liya Medvedeva,actress,1,20157448
nm1745736,Paula Patton,actress,6,889384640
nm1745743,Alice Pol,actress,1,53425036
nm1746191,Johannes Pollmann,producer,1,6404964.0
nm1746537,Gori,actor,1,16351134
nm1747215,Alex Young,producer,1,304654176
nm1748489,Zulay Henao,actress,1,32482728
nm1749112,Vincent Paronnaud,director,1,22783978
nm1749204,Ryoichi Fukuyama,producer,2,39066280
nm1749221,Nina Jacobson,producer,4,1045595648
nm1749315,Rockline Venkatesh,producer,1,75547184
nm1749449,Mahsun Kirmizigül,actor,1,23423390
nm1752221,Gina Rodriguez,actress,2,91372144
nm1753862,Dong-il Sung,actor,6,216084704
nm1754366,Tika Sumpter,actress,5,963943424
nm1755470,Ido Ostrowsky,producer,1,233555712
nm1757754,Fred Berger,producer,2,469712032
nm1757777,Dave Green,director,1,245623840
nm1758570,Ferit Aktug,actor,1,8613864.0
nm1759326,Ezgi Mola,actress,1,55024620
nm1760272,Margarita Levieva,actress,1,26810112
nm1760744,Beom-gu Cho,director,1,27926872
nm1761420,Brigham Taylor,producer,1,966550592
nm1762795,Parasuram,director,1,14199018
nm1762961,Jeff Tomsic,director,1,78130624
nm1763620,Lee Joon-Gi,actor,2,123749024
nm1764070,Katie Crown,actress,1,183388960
nm1764768,Mara Jacobs,producer,1,45135828
nm1764775,Min-gyu Kang,producer,1,64858224
nm1764808,Yasushi Ogawa,producer,1,48090432
nm1767218,Lee Toland Krieger,director,1,65663276
nm1768187,Ryûichi Inomata,director,1,30183620
nm1773400,Moon Jeong-Hee,actress,2,64637636
nm1775091,Danai Gurira,actress,2,1402581888
nm1778466,Yûta Hiraoka,actor,2,53429652
nm1778512,Jóhannes Haukur Jóhannesson,actor,1,99630672
nm1778686,Wasabi Mizuta,actress,13,710819904
nm1778703,Neil Nitin Mukesh,actor,1,52715772
nm1779438,Valentina Lodovini,actress,1,45896492
nm1779520,Yuika Motokariya,actress,1,18758612
nm1780075,Morio Amagi,producer,1,38231560
nm1780149,Shintarô Horikawa,producer,1,18758612
nm1782235,Ward Horton,actor,1,257047664
nm1782299,Imogen Poots,actress,2,248917776
nm1782560,Adam Sevani,actor,3,396274176
nm1782667,Matt Lanter,actor,2,115364688
nm1784515,Jacky Ido,actor,1,22632256
nm1785004,Shengyi Huang,actress,2,55683632
nm1785339,Rami Malek,actor,3,1708671744
nm1785575,Jaime Winstone,actress,1,25574388
nm1785892,Carl Hampe,producer,1,55064688
nm1787720,Jun Matsumoto,actor,2,95298672
nm1787921,Brit Shaw,actress,1,78903120
nm1788036,Aaron Edson,director,1,13728000
nm1788310,Jenny Gage,director,1,69497584
nm1788714,Ethan Erwin,producer,1,37083744
nm1789084,Xing Yu,actor,1,42741496
nm1789753,Jim Ziegler,producer,1,10691091
nm1790874,Kim Ji-Soo,actress,1,14915208
nm1792900,Brandon Scott,actor,1,45173152
nm1793079,Fede Alvarez,director,3,290468864
nm1794849,Carlos Pratts,actor,1,45710060
nm1795232,Deepak Dobriyal,actor,1,32841492
nm1796057,Max Irons,actor,1,63365860
nm1796903,Thiago Mendonça,actor,1,15508288
nm1798449,Juhan Ulfsak,actor,1,365294368
nm1799038,Vidya Balan,actress,2,36970624
nm1799184,Elizaveta Boyarskaya,actress,3,128458480
nm1800111,Mao Inoue,actress,4,198031008
nm1800338,Meisa Kuroki,actress,1,22036608
nm1801800,Sharni Vinson,actress,1,159291808
nm1801841,Gemma Ward,actress,1,82410456
nm1802209,Nick Kroll,actor,1,125427680
nm1802964,Murat Akdilek,producer,1,22212368
nm1803180,Ayse Germen,producer,1,28548024
nm1803515,Michael Romersa,producer,1,18948424
nm1803649,Dinesh Vijan,producer,3,47991508
nm1804518,Donovan Marsh,director,1,31672678
nm1804614,Ali Abbas Zafar,director,1,87280000
nm1812267,Eddie Baroo,actor,1,211787504
nm1812637,Virginie Efira,actress,1,16955924
nm1812656,Luke Evans,actor,2,344545152
nm1817670,Katherine Parkinson,actress,1,23148936
nm1818121,Nacho G. Velilla,director,1,23540936
nm1818327,Yves Darondeau,producer,1,127392696
nm1818350,Fabrice Gianfermi,producer,1,27975428
nm1818397,Christophe Lioud,producer,1,127392696
nm1819346,Paul Heth,producer,1,31016552
nm1819990,Jessica Elbaum,producer,2,191748096
nm1821791,Asin Thottumkal,actress,1,24663360
nm1822659,Nat Wolff,actor,2,392679168
nm1825317,Chris Lighty,producer,1,46563960
nm1826454,Seong Hun Kim,director,1,52444296
nm1827148,Marc Diraison,actor,1,27926872
nm1827931,William Eubank,director,1,40882928
nm1828940,Li Feng,actor,1,106380000
nm1829961,Kenji Kodama,director,1,23786606
nm1830312,Joey Wells,actor,1,32318052
nm1830723,Matthew Patrick Davis,actor,1,45352336
nm1831976,Jake Abel,actor,1,63365860
nm1832004,Shiney Ahuja,actor,1,19073096
nm1832125,Yôsuke Asari,actor,1,78778560
nm1832584,Mario Casas,actor,1,23961214
nm1833521,Akashi Takei,actor,1,46616208
nm1833620,Hanyu Zhang,actor,8,1164090368
nm1834115,Annabelle Wallis,actress,3,701171328
nm1834530,Kevin Turen,producer,3,74190920
nm1834891,Maneesh Sharma,director,1,28240000
nm1837046,Nadia Khamlichi,producer,1,49261832
nm1837748,Josh Boone,director,2,356336448
nm1837967,Kelly Gould,actress,1,21791288
nm1838836,J.J. Johnson,actor,1,76700656
nm1839784,Gekidan Hitori,actor,1,30963292
nm1840504,Tiffany Haddish,actress,3,329117728
nm1840708,Teresa Ruiz,actress,1,23076712
nm1840748,Nikki SooHoo,actress,1,31976848
nm1840911,Mitja Okorn,director,1,26923512
nm1841144,Maike Haas,producer,1,18873864
nm1841186,Walter Moshay,producer,1,3569939.0
nm1841201,Emmanuel Priou,producer,1,127392696
nm1842344,Vincent Piazza,actor,1,67647016
nm1842608,Adam Milano,producer,1,68532896
nm1842974,Alex Wolff,actor,2,170347456
nm1843026,Gillian Jacobs,actress,1,13182254
nm1843982,Takeshi Ito,producer,1,319715680
nm1844237,Chris Miller,actor,1,373515616
nm1844237,Chris Miller,director,1,813367360
nm1845301,Wallace Huo,actor,1,32218990
nm1845523,Yulai Lü,director,1,52700000
nm1846368,Jingchu Zhang,actress,3,272077920
nm1847117,Janelle Monáe,actress,2,51139732
nm1847738,Ari Sandel,director,2,137030128
nm1848205,Susan Montford,producer,2,326390752
nm1851028,Miles Heizer,actor,1,85251424
nm1851981,Melissa Rauch,actress,1,5270750.0
nm1852282,Paco Wong,producer,1,93638360
nm1852583,Asher Goldstein,producer,1,50851872
nm1853544,Pierre Coffin,actor,2,2099026688
nm1853544,Pierre Coffin,director,3,2548679424
nm1856097,Cho Yeo-jeong,actress,2,277964032
nm1857184,Erik Howsam,producer,1,26351322
nm1857273,Joe Pichirallo,producer,1,39952436
nm1858656,Peter Chernin,producer,10,2652558336
nm1859932,Jacqueline Byers,actress,1,43377312
nm1860561,Margie Tsang,actress,1,31335572
nm1860728,Kerry Foster,producer,1,29397654
nm1861624,Yaya DaCosta,actress,1,66499628
nm1862701,Hyeon-yeong,actress,1,31835988
nm1862833,Florina Massbaum,producer,1,40954604
nm1863227,Carrie Underwood,actress,1,47120948
nm1864143,Anton Melnik,producer,1,26527510
nm1865097,Jang Young-Nam,actress,1,46282588
nm1866613,Satoshi Ohno,actor,1,39766344
nm1867502,Yuri Chinen,actor,1,16351134
nm1867989,Sang Hyun Uhm,actor,1,42770272
nm1868177,Ladj Ly,director,1,22342520
nm1868654,Bergüzar Korel,actress,1,23465472
nm1868917,Alessandro Carloni,director,1,521170816
nm1869101,Ana de Armas,actress,3,1346290688
nm1869756,Jung Yu-mi,actress,3,151434848
nm1870998,Madoka Takiyama,producer,1,16351134
nm1874163,Megumi Ohara,actress,13,710819968
nm1878161,Subaru Kimura,actor,11,490148000
nm1878301,Annie Liu,actress,1,19015464
nm1878845,Ben Browning,producer,2,41240720
nm1879589,Nelson McCormick,director,1,31198532
nm1880510,Atsuko Maeda,actress,1,10356359
nm1880561,Harold Cronk,director,2,89155720
nm1880888,Olivia Thirlby,actress,2,141327440
nm1882152,Xavier Samuel,actor,1,698491328
nm1882520,Shunsuke Kubozuka,actor,1,5880157.0
nm1882794,Shawn Parr,actor,1,21353304
nm1882903,Wai-But Tang,producer,1,10138355
nm1883257,Pablo Larraín,director,1,24901028
nm1885661,Sriram Das,producer,1,39661920
nm1885766,Dan Janvey,producer,1,21107746
nm1886602,Miles Teller,actor,5,1657772032
nm1886653,Michael Gottwald,producer,1,21107746
nm1887138,Mohit Suri,director,1,8399765.0
nm1887480,Aaron Nee,director,1,190844032
nm1888091,Elizabeth Chai Vasarhelyi,director,1,29390280
nm1890222,Robert Wald,producer,1,18564612
nm1890752,Gary Alazraki,director,1,26433652
nm1890845,Sean Anders,director,3,531044672
nm1890845,Sean Anders,producer,1,48021768
nm1892220,Josh C. Waller,producer,1,64188368
nm1892252,Vivek Agnihotri,director,1,24821898
nm1893457,Siddharth Anand,director,1,42045980
nm1894038,Fiona Sit,actress,1,33325338
nm1894520,Trivikram Srinivas,director,1,28477890
nm1894655,John Hodgman,actor,1,124596840
nm1897713,Katharine McPhee,actress,1,41363928
nm1898234,John Morris,producer,1,48021768
nm1899067,Marc Libert,producer,2,86208344
nm1899688,Emilie Georges,producer,1,41887596
nm1900772,Jessie T. Usher,actor,1,21360216
nm1901220,Sarah Burns,actress,1,91980360
nm1901307,Jin Chen,actress,1,106380000
nm1902232,Tony Leondis,director,1,30893884
nm1902436,Toufik Ayadi,producer,1,22342520
nm1903054,Allison Shearmur,producer,2,111759552
nm1903625,Damien Douglas,producer,1,31439140
nm1904886,Mia Stallard,actress,1,97984016
nm1905770,Zheng Xu,actor,4,864889984
nm1905770,Zheng Xu,director,1,450064992
nm1905770,Zheng Xu,producer,1,136796720
nm1906042,Colin Jost,actor,1,136497536
nm1907858,James Garavente,producer,2,187153728
nm1908009,Sarah Wayne,actress,1,2680717.0
nm1908892,Steve Saint Leger,director,1,32948112
nm1909785,Rebecca Huntley,producer,1,250162272
nm1910255,Dylan Minnette,actor,2,258415168
nm1910274,John Magaro,actor,1,21500812
nm1911103,David Ellison,producer,4,971125568
nm1912546,Shin'nosuke Abe,actor,1,36747488
nm1913014,Alissa Phillips,producer,1,94539424
nm1913125,Ramón Rodríguez,actor,1,211819360
nm1913128,Nobuyuki Takeuchi,director,1,25672406
nm1913734,Rooney Mara,actress,5,582411136
nm1914298,Pål Sverre Hagen,actor,1,22842888
nm1915863,Jeff Hermann,producer,1,146745280
nm1918538,Mike Disa,director,1,23167844
nm1918588,Jin Goo,actor,2,63103272
nm1919023,Jin Katagiri,actor,1,23055068
nm1921417,Ankhnyam Ragchaa,actress,1,125837072
nm1922242,Hun Jang,director,2,122551520
nm1925239,Jack O'Connell,actor,2,254741904
nm1926659,Ryûji Akiyama,actor,1,23744572
nm1926865,Johnny Flynn,actor,1,26404660
nm1927701,Tyler James Williams,actor,1,21949234
nm1928500,Hao Ning,director,3,966681472
nm1928500,Hao Ning,producer,1,31177968
nm1928515,Joseph Julian Soria,actor,1,118587880
nm1929776,Reika Kirishima,actress,1,15317558
nm1929880,Ryan Harris,producer,1,4810790.0
nm1933128,Bailee Madison,actress,1,31039126
nm1934618,Max Charles,actor,1,275698048
nm1935086,Tessa Thompson,actress,4,537591360
nm1935292,Allison Miller,actress,1,36921560
nm1935876,Tomoo Tsuchii,producer,1,34975904
nm1936372,Hye-Young Jung,actress,1,25774680
nm1937443,Leo Zhang,director,1,48825528
nm1938064,Deon Taylor,director,2,43630648
nm1938960,Yun Se-ah,actress,1,14270938
nm1939267,T.I.,actor,2,132882016
nm1939331,Roxanne Avent,producer,2,43630648
nm1940449,Andrew Garfield,actor,3,1114466304
nm1941352,Hideki Inada,producer,1,31090100
nm1941895,Agatha Dominik,producer,1,12201255
nm1943692,Lexi Ainsworth,actress,1,21972336
nm1946193,Jamie Dornan,actor,4,1372101376
nm1947564,Ken'ichi Matsuyama,actor,5,163737552
nm1947831,Jonathan Keltz,actor,1,48065672
nm1948121,Soo-hyun Ahn,producer,2,183246144
nm1949808,Kaho,actress,2,55982708
nm1950086,Greta Gerwig,actress,1,48147944
nm1950086,Greta Gerwig,director,2,297809248
nm1950632,Christine Rouxel,producer,1,50146472
nm1952700,Faye Ward,producer,2,56393020
nm1954240,Teresa Palmer,actress,4,535892032
nm1955897,Enrique Gato,director,1,35704048
nm1956478,Madison Davenport,actress,1,85446072
nm1956600,Elena Lyadova,actress,1,9267397.0
nm1959800,Kanata Hongô,actor,1,30810658
nm1960050,Mikako Tabe,actress,1,24549726
nm1960271,Ra Mi-ran,actress,2,56978188
nm1961459,Tamannaah Bhatia,actress,1,9849193.0
nm1961951,Henrik Jansson-Schweizer,producer,1,51167572
nm1963091,Evan Ross,actor,1,21170564
nm1963874,Su-hee Go,actress,1,17650142
nm1965907,Terry Pheto,actress,1,27985788
nm1967053,AmaLee,actress,1,41397728
nm1967265,Masanori Ishii,actor,1,36733288
nm1967575,Dana Ginsburg,producer,1,48428064
nm1967617,Kanji Furutachi,actor,1,10983063
nm1967908,Manjari Fadnnis,actress,1,19852786
nm1968788,Michael Davis,producer,1,42931040
nm1969144,Gene Stupnitsky,director,1,111173600
nm1969169,Rafi Gavron,actor,2,91381304
nm1970591,Leste Chen,director,4,151432704
nm1971183,Han Lu,actor,1,145819136
nm1972675,Mika Nakashima,actress,1,34671040
nm1973308,Álvaro Augustin,producer,8,545780736
nm1973760,Yuriko Yoshitaka,actress,5,118108416
nm1975628,Mark O'Brien,actor,1,57615776
nm1977856,Chin Han,actor,1,304868960
nm1978079,Brian Quinn,actor,1,10691091
nm1978402,Ha Jung-woo,actor,11,608638016
nm1978618,Haruka Kinami,actress,1,18738952
nm1980431,Michael Chaves,director,2,329535200
nm1981215,Wei Fan,actor,5,208818352
nm1981893,Riz Ahmed,actor,1,856085120
nm1982597,Rihanna,actress,1,225874224
nm1985175,Eiji Wentz,actor,1,18856642
nm1985859,Mia Wasikowska,actress,2,334162880
nm1987578,Lynette Howell Taylor,producer,2,196523968
nm1987886,Barbara Tabita,actress,1,25362516
nm1988575,Lauren London,actress,1,21170564
nm1988698,Michael Roiff,producer,1,22240528
nm1988840,Mark Pitts,producer,1,44420168
nm1989058,Emanoel Camargo,producer,1,15508288
nm1989536,Marc Webb,director,3,812751680
nm1989868,Min-ki Kim,producer,1,82101720
nm1990034,Shin Yamaguchi,director,1,22044058
nm1990986,Israel Elejalde,actor,1,22219340
nm1994243,Scott Z. Burns,producer,1,49782012
nm1995246,Géraldine Nakache,actress,1,24629152
nm1995928,Wayne Barrow,producer,1,44420168
nm1995953,Katie Amanda Keane,actress,1,42345360
nm1996295,Petr Ratimec,actor,1,105316264
nm1996789,Michael Newstat,producer,1,69485488
nm1996918,Dito Montiel,director,1,32482728
nm1997480,Nathan Gamble,actor,1,57824532
nm2002649,Dave Franco,actor,3,449969632
nm2003463,Deborah Snyder,producer,1,89792504
nm2004248,Jing Hu,actress,1,44077816
nm2004404,Karen Gilchrist,producer,1,1656943360
nm2006782,Andrew Cherry,actor,1,21791288
nm2007030,Emily Meade,actress,1,85251424
nm2010048,Pierre Perifel,director,1,250162272
nm2011723,Ryohei Hirota,actor,1,30183620
nm2011816,Tae-hun Lee,producer,1,44723232
nm2014123,Isaac Larian,producer,1,26013152
nm2014390,Justin Chon,actor,1,48065672
nm2015893,Olivia Côte,actress,1,7973799.0
nm2016476,Meher Vij,actress,1,122026256
nm2016633,Marcela Guirado,actress,1,20084168
nm2017943,Hayley Atwell,actress,3,591000512
nm2018237,Taylor Kitsch,actor,2,120564920
nm2019349,Eun-ha Lee,producer,1,31787130
nm2019556,Kwang-Hyun Park,director,1,31787130
nm2019727,Hubert Caillard,producer,1,25403752
nm2020146,Daniella Kertesz,actress,1,540007872
nm2020278,Scott Haze,actor,1,856085120
nm2021516,Jake Szymanski,director,1,77068248
nm2021909,Toby Halbrooks,producer,1,18888418
nm2022290,Wilfred Lau,actor,1,87965944
nm2023228,Li Fang,producer,1,100125960
nm2023513,Momo Dione,actor,1,44420168
nm2023672,Dakota Goyo,actor,2,327126624
nm2024943,Álvaro Cervantes,actor,1,7085946.0
nm2025035,Atsushi Takahashi,director,1,61153456
nm2026113,De'Shawn Washington,actor,1,114194848
nm2031561,J.Q. Lee,director,1,29060186
nm2032193,Miyavi,actor,1,161459296
nm2032664,Kôbun Shizuno,director,6,281595488
nm2035216,Alexandre Courtès,director,1,24629152
nm2035718,Hiroki Wakamatsu,producer,1,11702371
nm2035952,DeVon Franklin,producer,1,73983000
nm2038481,Laurence Becsey,producer,1,29541790
nm2039220,Chang-min Choo,director,2,113554656
nm2039904,Masatoshi Katô,producer,1,34117480
nm2040230,Ray Corasani,actor,1,57076288
nm2040526,Seong-Yeon Kang,actress,1,74466864
nm2041941,Romain Rojtman,producer,4,322380352
nm2043211,Rosalie Thomass,actress,1,5081127.0
nm2043234,Khalid Abdalla,actor,1,75011032
nm2044796,Jackson Bond,actor,1,40170560
nm2046855,Zach Woods,actor,1,8899195.0
nm2047691,Satoshi Kôno,producer,1,16869260
nm2049403,Ricky Garcia,actor,1,36288132
nm2050746,Emma Catherine Rigby,actress,1,57284236
nm2052567,Jae Head,actor,1,309208320
nm2052679,Yoshiaki Nishimura,producer,2,59384052
nm2052942,David Mann,actor,1,90508336
nm2053085,June Diane Raphael,actress,1,53873808
nm2053173,Ian Powers,producer,1,32800000
nm2057036,Shiloh Fernandez,actor,1,97542952
nm2057859,Andrea Riseborough,actress,2,127861152
nm2059536,Shimako Iwai,actress,1,7348964.0
nm2061274,Alice Rietveld,actress,1,24444590
nm2062561,Nathalia Ramos,actress,1,26013152
nm2064412,Robbie Amell,actor,2,85624656
nm2065398,Evie Thompson,actress,1,68572632
nm2065859,Erika Toda,actress,7,367220672
nm2066439,Gorô Miyazaki,director,2,130084528
nm2067218,Haruma Miura,actor,3,118638264
nm2068185,Priscilla C. Shirer,actress,2,111293976
nm2071149,Eul-dong Kim,actress,1,19286224
nm2071741,Luigi De Laurentiis Jr.,producer,5,126374224
nm2073007,George Babluani,actor,1,25403752
nm2073546,Pádraic Delaney,actor,1,22899908
nm2078278,Kimio Kataoka,producer,1,14899584
nm2078406,Kae-Byeok Lee,director,1,48913976
nm2078509,Patrick Aiello,producer,1,46432580
nm2079681,Morgan Lily,actress,1,178866160
nm2080328,Kelsey Asbille,actress,1,43980820
nm2085629,Dana Fuchs,actress,1,29367144
nm2088803,Yvonne Strahovski,actress,1,14400000
nm2089090,Seamus Davey-Fitzpatrick,actor,1,119974976
nm2089529,Sarah Mahoney,actress,1,75055072
nm2090422,Constance Wu,actress,3,417216512
nm2091448,Eiji Uchida,director,1,6397065.0
nm2092373,Vincent Claude,actor,1,62792068
nm2092545,Bobby Campo,actor,1,186167136
nm2092835,Tom Payne,actor,1,57284236
nm2092886,Jodie Whittaker,actress,1,29066484
nm2093343,Ali Bell,producer,1,29824200
nm2095800,Marina Inoue,actress,1,34811748
nm2096462,Keith Calder,producer,1,45173152
nm2096617,Iain Canning,producer,3,245652832
nm2097378,Shôta Matsuda,actor,2,96793336
nm2098978,James Murray,actor,1,10691091
nm2099958,Michele Alhaique,actor,1,60661952
nm2100078,Thomas Tull,producer,3,570022336
nm2100867,Janine Chun-Ning Chang,actress,2,43746896
nm2103974,Cécile Breccia,actress,1,37697772
nm2104193,Shoshana Bush,actress,1,31439140
nm2105255,Sarah Roemer,actress,1,118114224
nm2107837,Nate Hartley,actor,1,49944324
nm2108643,Eddie Peng,actor,8,531363392
nm2110175,Joey McFarland,producer,1,392000704
nm2110418,Gemma Chan,actress,3,771020864
nm2110485,Manish Dayal,actor,1,89514456
nm2111748,Li Sun,actress,1,68072848
nm2112751,Kevin Pavlovic,director,1,119815152
nm2116899,Jinda Duangtoy,actress,1,12165016
nm2117510,Cal Brunker,director,1,68743488
nm2118133,Sinan Tuzcu,actor,1,55024620
nm2118923,Apoorva Mehta,producer,2,57803228
nm2119149,Özge Borak,actress,1,24792348
nm2119781,Xiaoming Huang,actor,9,649111488
nm2124081,Steven Schneider,producer,1,45173152
nm2124745,Sarah Stern,actress,2,82638416
nm2125212,Marty Bowen,producer,11,1823941760
nm2125482,Chloé Zhao,director,1,402064896
nm2127315,Autumn de Wilde,director,1,26404660
nm2127497,Victor Kubicek,producer,1,371352992
nm2127650,Carter Smith,director,1,22818256
nm2128238,Sonam Kapoor,actress,2,81760792
nm2128244,Yoshihiro Fukagawa,director,1,23384864
nm2128363,Paul Briggs,director,1,130423032
nm2130108,Bob Persichetti,director,1,375540832
nm2131060,Brian Goldner,producer,2,415805024
nm2131480,Yasuharu Ishii,director,1,72243608
nm2132113,Adam Siegel,producer,1,19123994
nm2134597,Gonzalo Salazar-Simpson,producer,2,119360480
nm2134806,Leonardo Ortizgris,actor,1,20084168
nm2135094,Kwon Tae-won,actor,1,49282156
nm2137662,Hikaru Kondo,producer,1,19252496
nm2137792,Shihoko Hagino,actress,2,68224760
nm2138653,Deepika Padukone,actress,5,436427232
nm2139257,Murat Cemcir,actor,2,62022408
nm2140186,Rodo Sayagues,director,1,53785552
nm2140271,Jiantao Hong,actor,1,28700000
nm2140746,Nicole Rocklin,producer,1,60273172
nm2143282,Lupita Nyong'o,actress,3,2423081472
nm2144007,Kangana Ranaut,actress,1,4886124.0
nm2145368,Marc Fiszman,producer,2,32579176
nm2146007,Charles Castaldi,producer,1,43655416
nm2146601,Dean Schnider,producer,1,42964408
nm2149245,Yûko Sanpei,actress,1,38362448
nm2149505,Jayson Thiessen,director,1,60330832
nm2151556,Jong-bin Yoon,director,2,68413936
nm2151556,Jong-bin Yoon,producer,1,9039424.0
nm2152996,Ken Murase,producer,1,17710976
nm2153444,Khulan Chuluun,actress,1,26527510
nm2154425,Rioko Tominaga,producer,3,187580256
nm2154960,Amy Schumer,actress,2,235335216
nm2159926,Jake Johnson,actor,3,591896384
nm2161450,Milos Bikovic,actor,3,86809456
nm2163092,Emilia Schüle,actress,1,16719291
nm2163344,Ko Asung,actress,1,12761386
nm2165232,Yeon-hee Lee,actress,1,27387870
nm2166024,Keith Redmon,producer,1,23177948
nm2167323,Zhizhong Huang,actor,2,118947240
nm2167957,Paul Anderson,actor,1,42972992
nm2171510,Jonny Siew,actor,1,56088480
nm2171633,Baran bo Odar,director,1,32917352
nm2171777,Shingo Fujimori,actor,1,22715146
nm2172961,Marco Aceti,actor,1,18594142
nm2174122,Han Hyo-joo,actress,3,142322368
nm2174347,Kendô Kobayashi,actor,1,30365792
nm2174582,Yueh-Hsun Tsai,director,1,34146896
nm2175517,Hiren Gandhi,producer,1,28775262
nm2176554,Manu Payet,actor,1,25593708
nm2176972,Samantha Vincent,producer,2,444455552
nm2178400,Yusuke Hirota,director,1,22715146
nm2178917,Vanessa Sharp,actress,1,781727.0
nm2179185,Damien Marzette,actor,1,158964608
nm2179457,Hikaru Kawase,producer,1,14899584
nm2179966,Tommy Oliver,producer,1,60273172
nm2180198,Nick Romeo Reimann,actor,1,18873864
nm2181128,Joel Fry,actor,1,233503232
nm2184859,Si Won Choi,actor,2,65205804
nm2185037,Pauline Lan,actress,1,19015464
nm2185928,Danny Kwok-Kwan Chan,actor,1,176345968
nm2186865,Hong Chau,actress,3,132589200
nm2192511,Will Becher,director,1,43100248
nm2193038,Tomotaka Takeuchi,producer,1,19252496
nm2193504,Emerald Fennell,director,1,18854166
nm2196016,Kristina Larsen,producer,1,5461144.0
nm2196280,Manami Higa,actress,1,78778560
nm2197560,Hae-yeon Kil,actress,1,19286224
nm2199632,Rudy Youngblood,actor,1,120673224
nm2199664,Dalia Hernández,actress,1,120673224
nm2200639,Patrick Schwarzenegger,actor,1,27365468
nm2201555,Aubrey Plaza,actress,2,171141280
nm2201753,Yui Aragaki,actress,1,78778560
nm2201881,Sahan Gökbakar,actor,3,95725616
nm2202409,Shôta Sometani,actor,3,211433888
nm2202521,Madison Pettis,actress,1,147880544
nm2203315,Cho-Lam Wong,actor,1,37749848
nm2203770,Derek Anderson,producer,1,371352992
nm2204103,Togan Gökbakar,director,3,95725624
nm2204502,Markus Krojer,actor,1,17685834
nm2205351,Sebastian Bear-McClard,producer,1,50023780
nm2206513,Ryûhei Tsutsui,producer,1,82879384
nm2207222,Scott Eastwood,actor,2,353874944
nm2209370,Katie Featherston,actress,2,320314688
nm2209781,Ayan Mukerji,director,1,50164784
nm2210720,Naoko Yamada,director,1,21434004
nm2211952,Marie Park,actress,1,8678812.0
nm2213147,Juan de Dios Larraín,producer,1,24901028
nm2213511,Tôya Satô,director,3,64445100
nm2213774,Greg Andrews,actor,1,21170564
nm2215447,Johnny Simmons,actor,1,174440720
nm2216125,Cassi Thomson,actress,1,27405896
nm2217976,Kazuaki Imai,director,1,80920912
nm2218027,Brother Tom,actor,1,32802348
nm2221121,David Alpert,producer,1,27262374
nm2221807,Adam Kolbrenner,producer,2,453653280
nm2222628,Wayne Marc Godfrey,producer,2,176413216
nm2225369,Jennifer Lawrence,actress,9,2310228736
nm2226713,Rosa Katô,actress,1,23744572
nm2228062,Takahiro Satô,producer,2,81590152
nm2228812,Becca Kovacik,producer,1,48918960
nm2229304,Alan Siegel,producer,3,163771968
nm2229508,Marc Provissiero,producer,1,57510520
nm2229798,Charles D. King,producer,1,7428769.0
nm2233031,Laura Berwick,producer,1,48918960
nm2237350,Rei Dan,actress,2,32079956
nm2239122,Tadahisa Sakamoto,producer,1,10356359
nm2239498,Jonathan Schwartz,producer,1,36599360
nm2239528,Konstantin Feoktistov,director,1,33674760
nm2239702,Katherine Waterston,actress,3,1709785216
nm2239936,Dermot Magennis,actor,1,10626952
nm2240346,Kodi Smit-McPhee,actor,4,866553408
nm2240551,Elizabeth A. Bell,producer,1,43980820
nm2242060,Sergei Glezin,director,1,20157448
nm2242399,Cristela Alonzo,actress,1,383930656
nm2244205,Léa Seydoux,actress,4,1748591744
nm2244640,Roger Payano,actor,1,36921560
nm2246282,Kengo Kôra,actor,1,19115720
nm2246822,Hye-jin Jeon,actress,1,33800204
nm2247245,Haley Bennett,actress,1,173185856
nm2248125,Robert S. Costanzo,producer,1,38810312
nm2248832,Jennifer Davisson,producer,3,185243296
nm2248864,Ashwin Rajan,producer,2,337145536
nm2249074,Jason Barrett,producer,1,94073024
nm2249752,Jillian Apfelbaum,producer,1,22386556
nm2250139,Bill Holderman,director,1,104438192
nm2250407,Britton Rizzio,producer,1,27262374
nm2251559,Bard Dorros,producer,2,111706224
nm2252124,Dan Farah,producer,1,582890176
nm2253071,Charlie Tahan,actor,1,585410048
nm2254074,Bella Thorne,actress,2,71075216
nm2255973,Donald Glover,actor,2,2049868160
nm2256017,David Lyons,actor,1,97594144
nm2257207,Daniel Kaluuya,actor,3,434072320
nm2258164,Nazanin Boniadi,actress,1,94061312
nm2258705,Chi-Ling Lin,actress,3,142903824
nm2258992,Cassidy Gifford,actress,1,42964408
nm2259353,Christopher Ashley,director,1,3487767.0
nm2259946,Karen Foster,producer,1,42717216
nm2260417,Raymond Pak-Ming Wong,producer,4,482628224
nm2262227,John David Dix,actor,1,26179656
nm2262509,Steven Rales,producer,4,351775168
nm2263115,Raini Rodriguez,actress,2,290936640
