"person_id","name","ocupation","number_of_movies","total_box_office"
nm0284011,Clarence Fok,director,1,29139936
nm0284015,Shao-Wen Hao,actor,1,29843024
nm0284390,George Folsey Jr.,producer,3,227488016
nm0284496,Phil Fondacaro,actor,1,1576615.0
nm0284533,Alex Fong,actor,2,103149744
nm0284577,Julie Fong,producer,1,30579406
nm0284869,Élodie Fontan,actress,1,29370592
nm0285568,Clebert Ford,actor,1,50504656
nm0285913,Trent Ford,actor,1,14390329
nm0286010,Ken Foree,actor,1,1261000.0
nm0286033,Deborah Foreman,actress,3,18537324
nm0286048,John Foreman,producer,1,26657534
nm0286320,Andrew Form,producer,9,998993792
nm0286843,Malte Forssell,producer,1,51167572
nm0286975,Marc Forster,director,7,1617557120
nm0287025,Bill Forsyth,director,2,2960900.0
nm0287080,Christine Peters,producer,4,172457856
nm0287149,Deborah Forte,producer,1,93320384
nm0287164,Kate Forte,producer,1,30236408
nm0287168,Marlene Forte,actress,1,60159584
nm0287182,Will Forte,actor,2,56242036
nm0287198,John Fortenberry,director,1,17014652
nm0287275,Nicole Fortier,actress,1,6337299.0
nm0287759,David Foster,producer,7,223756608
nm0287811,Gary Foster,producer,7,407243168
nm0287898,Jon Foster,actor,1,27298696
nm0287946,Lucas Foster,producer,5,1077191936
nm0288202,Michael Fottrell,producer,5,4125710848
nm0288781,Peggy Fowler,producer,1,989528.0
nm0289038,James Fox,actor,3,9227538.0
nm0289048,Jennifer Fox,producer,2,123543944
nm0289142,Matthew Fox,actor,3,280604544
nm0289221,Robert Fox,producer,4,176915504
nm0289284,Tom Fox,producer,2,23443804
nm0289359,Redd Foxx,actor,1,60864872
nm0289656,James Frain,actor,3,77945584
nm0289694,Kevin Scott Frakes,producer,3,195991584
nm0289710,Pat Fraley,actor,1,4889971.0
nm0289759,Peter Frampton,actor,1,20378470
nm0289856,Guillermo Francella,actor,1,7627100.0
nm0290075,Andrew Francis,actor,1,58795816
nm0290265,Nancy Francis,actress,1,22257624
nm0290556,James Franco,actor,9,2364135680
nm0290581,Larry Franco,producer,5,981931968
nm0291205,David Frankel,director,5,790479616
nm0291293,Peter Frankfurt,producer,2,286893952
nm0291404,Diane Franklin,actress,1,320256.0
nm0291449,Jeff Franklin,director,1,2924635.0
nm0291542,Scott Franklin,producer,2,70474480
nm0291950,Anne François,producer,1,69684528
nm0292390,Katterli Frauenfelder,producer,1,353284608
nm0292626,Ronald E. Frazier,producer,1,1152786.0
nm0292647,Rachel Winter,producer,1,55198284
nm0292712,Derek Freda,producer,1,151826544
nm0293113,Herb Freed,director,1,14100000
nm0293197,Jerrold Freedman,director,1,1301121.0
nm0293272,Al Freeman Jr.,actor,1,5672903.0
nm0293342,Crispin Freeman,actor,2,48009456
nm0293346,Damita Jo Freeman,actress,1,5596267.0
nm0293445,Joan Freeman,director,1,8253123.0
nm0293509,Martin Freeman,actor,4,1902998144
nm0293550,Paul Freeman,actor,1,2315683.0
nm0293551,Paul Freeman,producer,3,70550240
nm0293565,Rick Freeman,producer,1,10229331
nm0293739,Sami Frey,actor,1,25205460
nm0294070,Delphine French,actress,1,2568425.0
nm0294379,Juan Carlos Fresnadillo,director,1,65048680
nm0294457,Thor Freudenthal,director,2,317102912
nm0294505,Bart Freundlich,director,2,38742992
nm0294553,Derek Frey,producer,1,353284608
nm0294944,Daniel Fried,producer,1,19260536
nm0294997,Jason Friedberg,director,4,288351872
nm0295107,Liz Friedlander,director,1,66499628
nm0295149,Arthur Friedman,producer,1,3548556.0
nm0295209,Ed Friedman,director,1,7660857.0
nm0295334,Peter Friedman,actor,1,18875012
nm0295375,Stephen J. Friedman,producer,2,3390421.0
nm0295484,Anna Friel,actress,2,230627008
nm0295506,Colin Friels,actor,1,33878504
nm0295560,David T. Friendly,producer,2,152396112
nm0295594,Charles W. Fries,producer,1,5099316.0
nm0295623,Thomas Fries,producer,1,15151736
nm0295648,Gil Friesen,producer,2,22821574
nm0295991,Thomas Fritsch,actor,1,13607165
nm0296175,Bill Froehlich,director,1,1189709.0
nm0296534,Lindsay Frost,actress,1,3588626.0
nm0296545,Nick Frost,actor,4,333072416
nm0296594,Catherine Frot,actress,1,9545175.0
nm0296614,Toby Froud,actor,1,12906759
nm0296827,Marc Frydman,producer,2,35216808
nm0297149,Jun Fubuki,actress,2,18087272
nm0297204,Enzi Fuchs,actress,1,10357720
nm0297209,Fred Fuchs,producer,2,30416108
nm0297249,Leo Fuchs,actor,1,15740796
nm0297252,Léo L. Fuchs,producer,1,3060858.0
nm0297578,Patrick Fugit,actor,1,47383688
nm0297885,Tatsuya Fujiwara,actor,5,177384656
nm0297906,Kyôko Fukada,actress,2,84348432
nm0297934,Kenta Fukasaku,director,1,14899584
nm0297935,Kinji Fukasaku,director,1,14899584
nm0297938,Eri Fukatsu,actress,3,149264496
nm0297954,Kazue Fukiishi,actress,1,17696020
nm0297994,Misato Fukuen,actress,1,7006640.0
nm0298043,Satoshi Fukushima,producer,2,94596176
nm0298048,Masaharu Fukuyama,actor,5,151918400
nm0298055,Katsuo Fukuzawa,director,1,23144130
nm0298181,Brad Fuller,producer,7,921829440
nm0298281,Kurt Fuller,actor,2,167765968
nm0298640,Kim-Fung Cheng,producer,2,69186208
nm0298691,Stephen Fung,director,1,36796816
nm0298807,Antoine Fuqua,director,9,1229505792
nm0298807,Antoine Fuqua,producer,1,239268608
nm0298915,George Furla,producer,1,131940408
nm0299120,Sean Furst,producer,1,10464788
nm0299122,Stephen Furst,actor,1,28907698
nm0299192,Toshio Furukawa,actor,2,122764576
nm0299228,Tôru Furuya,actor,2,108867000
nm0299663,Zoé Félix,actress,1,11289473
nm0299811,Benno Fürmann,actor,2,28211114
nm0300083,Christopher Gable,actor,1,444055.0
nm0300174,Levan Gabriadze,director,2,68986368
nm0300417,Cássio Gabus Mendes,actor,1,24415116
nm0300589,Sarah Gadon,actress,1,217124288
nm0300866,Stephen Gaghan,director,1,251410624
nm0301305,Boyd Gaines,actor,1,18135532
nm0301381,Courtney Gains,actor,1,31623832
nm0301382,Herbert W. Gains,producer,2,116064688
nm0301556,Michel Galabru,actor,1,390659.0
nm0301592,Kathryn F. Galan,producer,1,38896856
nm0301834,David Gale,actor,1,2023414.0
nm0301835,David Gale,producer,3,96481888
nm0301839,Ed Gale,actor,1,16295774
nm0301959,Johnny Galecki,actor,2,154400416
nm0302108,Zach Galifianakis,actor,8,1702967040
nm0302330,John Gallagher Jr.,actor,2,67100976
nm0302704,Gina Gallego,actress,1,3922273.0
nm0302778,Joel Gallen,director,1,66468332
nm0302916,Guillaume Gallienne,actor,2,86310848
nm0303010,Bradley Gallo,producer,1,68572632
nm0303034,Gina Gallo,producer,3,153534480
nm0303922,Mercedes Gamero,producer,3,45394464
nm0304000,James Gammon,actor,1,18012096
nm0304091,Nisha Ganatra,director,1,22386556
nm0304095,Thierry de Ganay,producer,1,10278549
nm0304393,Tony Ganios,actor,1,20518904
nm0304398,Sidney Ganis,producer,4,468430848
nm0304432,Bobs Gannaway,director,1,146965792
nm0304521,Christophe Gans,director,1,47430624
nm0304541,Dennis Gansel,director,2,132664552
nm0304579,Richard Gant,actor,1,18197398
nm0304673,Tony Ganz,producer,3,47169512
nm0304729,Yuanyuan Gao,actress,3,117813728
nm0304801,Romola Garai,actress,1,27685016
nm0304830,Robert Ben Garant,director,1,41739112
nm0305132,Bruno Garcia,actor,1,25402892
nm0305296,José Garcia,actor,3,66769356
nm0305365,Nanou Garcia,actress,1,24991468
nm0305519,Paula Garcés,actress,1,38793284
nm0305558,Gael García Bernal,actor,6,314295712
nm0306088,Esther García,producer,3,128990536
nm0306696,Vincent Gardenia,actor,3,58795684
nm0306890,Dede Gardner,producer,8,787120640
nm0307490,Gabriel Garko,actor,1,30385222
nm0307497,Alex Garland,director,2,54222988
nm0307531,Jeff Garlin,actor,1,164433872
nm0307628,Sergey Garmash,actor,2,73016896
nm0307726,Kelli Garner,actress,1,21577624
nm0307776,Todd Garner,producer,12,1057174144
nm0307817,Richard Garnett,actor,1,1720450.0
nm0307821,Tony Garnett,producer,2,17524532
nm0307975,Shauna Garr,producer,1,31283740
nm0308039,Louis Garrel,actor,2,34020380
nm0308376,Mick Garris,director,1,3813293.0
nm0308449,Miranda Garrison,actress,1,8892589.0
nm0308672,Alex Gartner,producer,3,596667648
nm0308838,Kate Garwood,producer,1,25070260
nm0308881,Linda Gary,actress,2,10922495
nm0308882,Lorraine Gary,actress,1,20763012
nm0309107,Tatsuya Gashûin,actor,1,235347344
nm0309369,Charles Gassot,producer,2,33817540
nm0309404,Johanna Gastdorf,actress,1,24816394
nm0309670,Kathleen Gati,actress,1,64197204
nm0309684,Jen Gatien,producer,1,27365468
nm0309693,Mark Gatiss,actor,1,197744384
nm0310673,Sarah Gavron,director,1,31972096
nm0310850,Nona Gaye,actress,1,15778152
nm0310942,Mitchell Gaylord,actor,1,4845724.0
nm0310966,Ari Graynor,actress,2,64762804
nm0311092,Wendy Gazelle,actress,2,4624688.0
nm0311155,Michael V. Gazzo,actor,1,1869417.0
nm0311212,You Ge,actor,6,381953888
nm0311270,Anthony Geary,actor,3,12603604
nm0311476,Martina Gedeck,actress,1,16719291
nm0311691,David Geffen,producer,1,38748396
nm0311720,Marina Gefter,producer,1,16838910
nm0312064,Anna Geislerová,actress,1,15461305
nm0312173,David Gelb,director,1,38356892
nm0312315,Hugo Gélin,director,1,49619120
nm0312656,Tesshô Genda,actor,1,12221804
nm0312881,Toby Genkel,director,1,10626952
nm0313257,Gerald Geoffray,producer,1,7369373.0
nm0313530,Matt George,actor,1,1546414.0
nm0313531,Matthew George,producer,1,43980820
nm0313534,Melissa George,actress,1,16908948
nm0313702,Tom Georgeson,actor,1,49814392
nm0314088,Bill Gerber,producer,4,385985248
nm0314358,Claudia Gerini,actress,1,12071007
nm0314514,Lauren German,actress,1,35728184
nm0314524,Greg Germann,actor,2,97616944
nm0315041,Ricky Gervais,actor,3,696549888
nm0315065,Sacha Gervasi,director,1,27039668
nm0315288,John Getz,actor,2,60477888
nm0315721,Fernando Ghia,producer,1,17218024
nm0315767,Massimo Ghini,actor,3,92783152
nm0316034,Giacomo Poretti,actor,4,93568480
nm0316079,Paul Giamatti,actor,9,1488729216
nm0316129,Joseph Gian,actor,1,4546244.0
nm0316406,Jack Giarraputo,producer,12,1801504000
nm0316455,Donald Gibb,actor,1,11806119
nm0316465,Maurice Gibb,actor,1,20378470
nm0316471,Robin Gibb,actor,1,20378470
nm0316496,Duncan Gibbins,director,1,4636169.0
nm0316774,Jennifer Gibgot,producer,9,977871424
nm0317279,Raynold Gideon,producer,1,30303072
nm0317642,Donna Gigliotti,producer,2,140312640
nm0317725,Ariadna Gil,actress,1,83850264
nm0317943,Aaron L. Gilbert,producer,1,19127330
nm0317981,Brian Gilbert,director,1,13664060
nm0317982,Bruce Gilbert,producer,1,25147056
nm0318150,Lewis Gilbert,director,1,6056912.0
nm0318429,David Giler,producer,2,11063782
nm0318916,Craig Gillespie,director,4,359609184
nm0319501,William S. Gilmore,producer,2,67198504
nm0319624,Thomas Gilou,director,2,56496440
nm0319666,Grace Gilroy,producer,2,96890088
nm0319843,Daniel Giménez Cacho,actor,1,40350836
nm0319980,Banjô Ginga,actor,1,18738952
nm0320180,Robert Ginty,actor,1,3960327.0
nm0320303,Rocky Giordani,actor,1,2678414.0
nm0320367,Vincent Giordano,producer,1,3582760.0
nm0320495,Giovanni Storti,actor,4,93568480
nm0320588,Bob Giraldi,director,1,7019441.0
nm0320721,Rémy Girard,actor,1,13065317
nm0320988,Massimo Girotti,actor,1,15530077
nm0321218,Eric Gitter,producer,3,166939136
nm0321228,Harry Gittes,producer,2,3610688.0
nm0321333,Nicola Giuliano,producer,1,24271740
nm0321521,Finn Gjerdrum,producer,1,76419752
nm0321621,Richard N. Gladstein,producer,4,389702400
nm0321631,Emile Gladstone,producer,1,123133736
nm0322047,David Glasser,producer,1,28818996
nm0322054,Karen Glasser,producer,1,80657920
nm0322064,Phillip Glasser,producer,1,43387444
nm0322128,Lesli Linka Glatter,director,1,27112328
nm0322242,Jonathan Glazer,director,1,23925492
nm0322339,Paul Gleason,actor,1,17550400
nm0322368,Francis Glebas,director,1,62870544
nm0322407,Brendan Gleeson,actor,4,739245632
nm0322513,Iain Glen,actor,4,763411840
nm0322515,John Glen,director,3,136180864
nm0322778,Stacey Glick,actress,2,15643805
nm0322785,James Glickenhaus,director,2,11049856
nm0322802,Jonathan Glickman,producer,8,705211712
nm0322865,Arne Glimcher,director,1,36853224
nm0322865,Arne Glimcher,producer,1,4764606.0
nm0322946,Yoram Globus,producer,22,200438080
nm0323065,Liz Glotzer,producer,1,149542240
nm0323174,Savion Glover,actor,2,11578352
nm0323239,Will Gluck,director,5,866590080
nm0323239,Will Gluck,producer,1,50445860
nm0323344,Carlin Glynn,actress,1,7491903.0
nm0323359,Kathleen Glynn,producer,1,58008424
nm0323787,Gary Goddard,director,1,17336370
nm0323795,Jim Goddard,director,1,2315683.0
nm0323885,Patrick Godeau,producer,1,37912040
nm0324041,Wyck Godfrey,producer,18,5369231360
nm0324142,Jill Godmilow,director,1,751555.0
nm0324216,Christopher Godsick,producer,1,66499628
nm0324231,Alexander Godunov,actor,1,37499652
nm0324462,Angela Goethals,actress,1,5509417.0
nm0324556,Gary Goetzman,producer,11,1701978496
nm0324658,Walton Goggins,actor,4,1095802240
nm0324875,Menahem Golan,director,2,33826480
nm0324875,Menahem Golan,producer,17,141581104
nm0324937,Brandy Gold,actress,1,26285544
nm0325175,Daniel Goldberg,director,1,3838793.0
nm0325175,Daniel Goldberg,producer,5,1221884160
nm0325196,Eric Goldberg,director,1,68514848
nm0325204,Gary David Goldberg,director,2,80334560
nm0325229,Jason Goldberg,producer,1,98159960
nm0325252,Leonard Goldberg,producer,2,313551584
nm0325358,Mark Goldblatt,director,1,3588626.0
nm0325390,Annie Golden,actress,1,3983912.0
nm0325776,Gary Goldman,director,2,31083940
nm0325776,Gary Goldman,producer,2,95575848
nm0325903,Scott Goldman,producer,1,95714872
nm0325927,Bernie Goldmann,producer,4,636187520
nm0326040,Akiva Goldsman,director,1,30800232
nm0326040,Akiva Goldsman,producer,5,713922752
nm0326063,Elaine Goldsmith-Thomas,producer,4,333981632
nm0326150,Linda Goldstein Knowlton,producer,1,2005840.0
nm0326214,Gary W. Goldstein,producer,1,6609661.0
nm0326246,Jonathan Goldstein,director,2,224907296
nm0326246,Jonathan Goldstein,producer,1,32390944
nm0326364,John Goldstone,producer,1,1932642.0
nm0326412,Samuel Goldwyn Jr.,producer,1,211622528
nm0326415,John Goldwyn,producer,3,135983136
nm0326496,Norman Golightly,producer,1,42487392
nm0326512,Steve Golin,producer,9,945100736
nm0327064,Nick Gomez,director,2,19472272
nm0327273,Michel Gondry,director,3,332433344
nm0327779,Rick Gonzalez,actor,1,29907684
nm0327944,Alejandro G. Iñárritu,director,3,696593408
nm0328709,Meagan Good,actress,4,209977824
nm0328828,Matthew Goode,actor,4,375966400
nm0329029,Michael Pataki,actor,1,4845724.0
nm0329060,Dody Goodman,actress,1,6804312.0
nm0329084,Gregory Goodman,producer,5,918702016
nm0329481,Ginnifer Goodwin,actress,4,1454548736
nm0329755,Chris Gorak,director,1,64626784
nm0329876,Barbara Gordon,actress,1,8038508.0
nm0330077,Charles Gordon,producer,7,350340544
nm0330140,Dennie Gordon,director,1,50732140
nm0330143,Dexter Gordon,actor,1,3272593.0
nm0330270,Juan Gordon,producer,1,19300484
nm0330335,Jonathan Gordon,producer,2,352305856
nm0330347,Josh Gordon,director,3,310042240
nm0330360,Keith Gordon,actor,1,91258000
nm0330379,Lawrence Gordon,producer,9,668202368
nm0330380,Larry Flash Jenkins,actor,1,5596267.0
nm0330428,Mark Gordon,producer,7,2253913088
nm0330687,Joseph Gordon-Levitt,actor,9,1539426176
nm0330834,Hartley Gorenstein,producer,1,41914916
nm0331193,Michael Gornick,director,1,14000000
nm0331374,Marjoe Gortner,actor,1,902152.0
nm0331516,Ryan Gosling,actor,9,1400575616
nm0331532,Raja Gosnell,director,6,1090643584
nm0331606,Bob Gosse,producer,1,3565508.0
nm0331907,Howard Gottfried,producer,2,7424811.0
nm0331956,Carl Gottlieb,director,1,548696.0
nm0331988,Linda Gottlieb,producer,1,63446384
nm0331998,Michael Gottlieb,director,2,56127912
nm0332081,Ellie Cornell,actress,2,29411010
nm0332184,Alfred Gough,producer,1,155545280
nm0332390,Harold Gould,actor,2,204257344
nm0332709,Olivier Gourmet,actor,1,5393526.0
nm0332871,Govinda,actor,1,23968620
nm0332967,Andre Gower,actor,1,3769990.0
nm0333123,Christine Gozlan,producer,1,17574836
nm0333376,Michelle Grace,producer,1,66499628
nm0333410,Topher Grace,actor,2,916496768
nm0333466,Sancho Gracia,actor,1,26996738
nm0333701,David Graf,actor,5,158318096
nm0333804,Todd Graff,director,1,31158112
nm0334057,Gerrit Graham,actor,2,28821860
nm0334159,Kat Graham,actress,1,55668696
nm0334179,Lauren Graham,actress,3,241724128
nm0334381,Seth Grahame-Smith,producer,1,700381760
nm0334926,Richard Grandpierre,producer,4,120901776
nm0335305,Charles Grant,actor,1,2497233.0
nm0335337,Darren Grant,director,1,50652204
nm0335344,David Marshall Grant,actor,1,3966256.0
nm0335400,Garrett Grant,producer,3,241948464
nm0335519,Lee Grant,director,1,4348025.0
nm0335523,Leon W. Grant,actor,1,2669366.0
nm0336125,Ona Grauer,actress,1,13818181
nm0336145,Jeffrey Graup,producer,1,68572632
nm0336335,Peter Graves,actor,1,410952.0
nm0336620,F. Gary Gray,director,5,1895068544
nm0336668,Gordon Gray,producer,5,355000576
nm0336695,James Gray,director,2,182495648
nm0336701,Mamie Gummer,actress,1,41325328
nm0336960,Spalding Gray,actor,2,62791976
nm0336978,Thomas K. Gray,producer,1,95797808
nm0337284,Wendy Grean,producer,1,4686937.0
nm0337550,Janet Greek,director,1,657446.0
nm0337751,Dan Green,actor,1,27347118
nm0337765,David Green,director,1,540000.0
nm0337773,David Gordon Green,director,2,62955920
nm0337906,Hilton A. Green,producer,1,14481606
nm0337945,Janet-Laine Green,actress,1,2995527.0
nm0337976,Jill Green,producer,1,67876280
nm0338061,Kerri Green,actress,2,9739000.0
nm0338171,Michael Green,producer,1,141522960
nm0338320,Sarah Green,producer,2,62367184
nm0338572,Richard Greenberg,director,1,793775.0
nm0338746,Ellen Greene,actress,2,42216968
nm0338886,Peter Greene,actor,1,117758496
nm0339004,Luke Greenfield,director,2,203325312
nm0339004,Luke Greenfield,producer,1,92649416
nm0339010,Matthew Greenfield,producer,1,16856124
nm0339011,Max Greenfield,actor,1,5270750.0
nm0339030,Paul Greengrass,director,5,1167745792
nm0339086,Robert Greenhut,producer,10,235203328
nm0339159,Brad Greenquist,actor,2,363985344
nm0339171,Alan Greenspan,producer,1,50605164
nm0339254,Robert Greenwald,director,1,3790493.0
nm0339264,David Greenwalt,director,2,11792476
nm0339304,Bruce Greenwood,actor,5,705772096
nm0339460,Judy Greer,actress,2,180217536
nm0339562,Bradley Gregg,actor,1,2459895.0
nm0339657,Horst Wendlandt,producer,1,5058355.0
nm0339730,Lucas Gregorowicz,actor,1,24816394
nm0340112,Alan Greisman,producer,6,259899712
nm0340408,Joel Gretsch,actor,1,16318449
nm0340720,Zena Grey,actress,2,40135464
nm0340729,Michael Greyeyes,actor,1,15039250
nm0341174,Douglas M. Griffin,actor,1,121790376
nm0341176,Eddie Griffin,actor,2,60094896
nm0341384,Tom Griffin,producer,1,5849647.0
nm0341431,Andy Griffith,actor,1,6090497.0
nm0341716,Mark Griffiths,director,1,1494969.0
nm0341737,Rachel Griffiths,actress,2,88195184
nm0341743,Richard Griffiths,actor,1,2315683.0
nm0342029,Frank Grillo,actor,3,1100841728
nm0342045,Michael Grillo,producer,1,32632092
nm0342090,Alberto Grimaldi,producer,2,194610128
nm0342241,Scott Grimes,actor,2,16980524
nm0342292,Michael A. Grimm,actor,1,12307072
nm0342399,Greg Grunberg,actor,1,436188864
nm0342430,Nicole Paradis Grindle,producer,1,1242805376
nm0342488,Rupert Grint,actor,3,2708859904
nm0342545,Melanie Grisanti,producer,1,19440088
nm0342841,Daniel Grodnik,producer,2,36841168
nm0343260,Ulu Grosbard,director,1,9900000.0
nm0343266,Andreas Grosch,producer,3,127036160
nm0343325,Arye Gross,actor,3,36335984
nm0343444,Mary Gross,actress,2,12347636
nm0343446,Matthew Gross,producer,2,53883916
nm0344259,J. Mackye Gruber,director,1,96693416
nm0344435,Ioan Gruffudd,actor,3,535041536
nm0344496,Adrian Grunberg,director,1,91490352
nm0344603,Olivier Gruner,actor,1,855810.0
nm0344620,Gabriel Grunfeld,producer,1,103370128
nm0344657,Peter Grunwald,producer,1,47074132
nm0345146,Changwei Gu,director,1,45386560
nm0345174,Luca Guadagnino,director,2,56022504
nm0345294,Charles Guard,director,1,41633384
nm0345307,Thomas Guard,director,1,41633384
nm0345542,Peter Guber,producer,4,391357248
nm0345615,Christian Gudegast,director,1,80509624
nm0345695,Sverrir Gudnason,actor,1,35164920
nm0345930,J.P. Guerin,producer,1,13406717
nm0346071,Paolo Guerra,producer,4,93568480
nm0346363,Samir Guesmi,actor,1,13315054
nm0346395,Don Guest,producer,1,2347000.0
nm0346411,Lance Guest,actor,1,20763012
nm0346550,Davis Guggenheim,director,1,49782012
nm0346994,Marie Guillard,actress,1,24511116
nm0347039,Robert Guillaume,actor,2,48759944
nm0347086,John Guillermin,director,1,4711220.0
nm0347149,Sienna Guillory,actress,3,432305216
nm0347291,Ingrid Guimarães,actress,1,25402892
nm0347375,Tim Guinee,actor,1,4007250.0
nm0347384,Ed Guiney,producer,2,131320464
nm0347443,Kate Guinzburg,producer,1,35402320
nm0347656,Clu Gulager,actor,2,15593608
nm0347858,David Gulpilil,actor,1,174803504
nm0348151,Andrew Gunn,producer,7,693984000
nm0348181,James Gunn,director,1,863756032
nm0348181,James Gunn,producer,1,33224654
nm0348214,Moses Gunn,actor,2,47339272
nm0348481,Neena Gupta,actress,2,31011734
nm0348612,Paul R. Gurian,producer,1,41382840
nm0348747,Eric Gurry,actor,1,277405.0
nm0348819,Allan Gus,producer,1,37552144
nm0348888,Aleksey Guskov,actor,1,41146352
nm0349052,Robert Gustafsson,actor,1,51167572
nm0349522,Javier Gutiérrez,actor,3,77266336
nm0349562,María Luisa Gutiérrez,producer,2,37135572
nm0350079,Luis Guzmán,actor,3,517909152
nm0350453,Jake Gyllenhaal,actor,12,2362682368
nm0350454,Maggie Gyllenhaal,actress,3,303903872
nm0351710,Ha Ji-Won,actress,4,131176920
nm0351993,Philip Haas,director,1,3740113.0
nm0352032,Kamal Haasan,actor,1,29837636
nm0352379,Shelley Hack,actress,2,7939555.0
nm0352402,Carla Hacken,producer,1,37879876
nm0352489,Michael Hackett,producer,1,117248960
nm0352778,Bill Hader,actor,5,1560017664
nm0352820,Samuel Hadida,producer,5,742716416
nm0353187,Steven Haft,producer,3,177009216
nm0353201,Yuria Haga,actress,1,11067556
nm0353238,Marianne Hagan,actress,1,15116634
nm0353546,Julie Hagerty,actress,2,3959719.0
nm0353614,Captain Haggerty,actor,1,21486756
nm0353658,Tobie Haggerty,producer,1,10647219
nm0353673,Paul Haggis,director,1,29541790
nm0353717,Masato Hagiwara,actor,2,19599990
nm0353893,Don Hahn,producer,1,182290272
nm0353970,Steven Hahn,director,1,3360800.0
nm0354008,Chung-Man Yee,producer,1,387053504
nm0354198,Jeanette Hain,actress,1,108902488
nm0354279,Randa Haines,director,1,31853080
nm0354560,Yoshihiko Hakamada,actor,1,53452652
nm0354593,Gabrielle Haker,actress,1,3272593.0
nm0354774,Birgitte Hald,producer,1,1657778.0
nm0354918,Gregg Hale,producer,1,248639104
nm0355074,Jack Haley Jr.,director,1,4210938.0
nm0355147,Lianne Halfon,producer,2,265756816
nm0355502,Dolly Hall,producer,1,2210408.0
nm0355659,Irma P. Hall,actress,1,76665192
nm0355806,Klay Hall,director,1,239258720
nm0355910,Michael C. Hall,actor,1,117248960
nm0355983,Paul Hall,producer,5,231894272
nm0355991,Peter Hall,director,1,6858261.0
nm0356017,Rebecca Hall,actress,7,951744256
nm0356021,Regina Hall,actress,6,241415616
nm0356448,Dieter Hallervorden,actor,1,40075448
nm0356745,Todd Hallowell,producer,1,252442976
nm0357018,Christian Halsey Solomon,producer,1,34266564
nm0357074,Dan Halsted,producer,4,172254752
nm0357281,Ron Hamady,producer,2,1011642.0
nm0357319,Kazuya Hamana,producer,1,25300338
nm0357453,John Hamburg,director,3,388394816
nm0357557,Veronica Hamel,actress,1,7721852.0
nm0357646,Youssef Hamid,actor,1,23055884
nm0357891,Guy Hamilton,director,1,14393902
nm0357979,Josh Hamilton,actor,1,27858104
nm0357986,Julie Hamilton,actress,1,1765545.0
nm0358300,Michael Hamlyn,producer,1,8600823.0
nm0358316,Jon Hamm,actor,7,1718785280
nm0358327,Nick Hamm,director,1,30120672
nm0358390,Gustaf Hammarsten,actor,1,138805824
nm0358411,Thomas M. Hammel,producer,1,33978696
nm0358877,Andras Hamori,producer,3,27347726
nm0358960,Christopher Hampton,director,1,3242342.0
nm0358996,James Hampton,actor,1,33086612
nm0359053,Sanford Hampton,producer,1,6985999.0
nm0359060,Tim Hampton,producer,1,17637950
nm0359189,Sanping Han,director,1,58309288
nm0359189,Sanping Han,producer,3,211501632
nm0359197,Han Suk-kyu,actor,2,70178176
nm0359386,John D. Hancock,director,2,20912580
nm0359387,John Lee Hancock,director,5,507880928
nm0359387,John Lee Hancock,producer,1,35547760
nm0359398,Martin Hancock,actor,1,218122624
nm0359504,Ari Handel,producer,2,50756008
nm0359534,Don Handfield,producer,1,24121244
nm0359623,Taylor Handley,actor,1,51764408
nm0359734,Michael Haneke,director,2,48971852
nm0360065,Chris Hanley,producer,1,34266564
nm0360200,Elizabeth Hanna,actress,1,1305187.0
nm0360322,Gary Hannam,producer,1,18297690
nm0360626,Richard Hansell,actor,1,8721243.0
nm0361194,Barry Hanson,producer,1,441137.0
nm0361407,Jugal Hansraj,actor,1,4279351.0
nm0361683,Masato Hara,producer,1,3607393.0
nm0361735,Masato Harada,director,2,33411056
nm0361757,Yoshio Harada,actor,2,33918524
nm0361957,Kate Harbour,actress,1,43100248
nm0362222,Jerry Hardin,actor,1,19131246
nm0362429,Kadeem Hardison,actor,2,108626248
nm0362566,Catherine Hardwicke,director,2,417316672
nm0362675,John Hardy,producer,1,24742088
nm0362734,Rob Hardy,director,1,15778152
nm0362766,Tom Hardy,actor,8,3018653696
nm0362856,Sharon Harel,producer,2,10775947
nm0362896,Corinna Harfouch,actress,1,10325928
nm0363371,Shalom Harlow,actress,1,13127022
nm0363390,J. Boyce Harman Jr.,producer,1,10068039
nm0363553,Robert Harmon,director,2,22291140
nm0363705,Christine Harnos,actress,1,5855392.0
nm0364036,Roland Harrah III,actor,1,6193901.0
nm0364170,Andy Harries,producer,1,123384128
nm0364228,Al Harrington,actor,1,8878839.0
nm0364307,Laura Harrington,actress,1,7433663.0
nm0364509,Burtt Harris,producer,1,895904.0
nm0364578,Damian Harris,director,1,3674841.0
nm0364583,Danielle Harris,actress,2,29411010
nm0364680,Estelle Harris,actress,1,13994920
nm0364739,Gregorio,actor,1,151826544
nm0364796,Jack H. Harris,producer,1,8247943.0
nm0364813,Jared Harris,actor,3,395236768
nm0364915,Julie Harris,actress,1,24720480
nm0364973,Lara Harris,actress,1,2877571.0
nm0365036,Lynn Harris,producer,3,368797312
nm0365140,Naomie Harris,actress,6,1270993280
nm0365221,Raphael Harris,actor,1,10815378
nm0365251,Robert Harris,producer,1,175835584
nm0365281,Rosemary Harris,actress,1,7607860.0
nm0365478,Anne Harrison,producer,1,64191524
nm0365501,Bret Harrison,actor,1,43325008
nm0366004,Mary Harron,director,1,34266564
