within_year_rank,title,release_year,worldwide_box_office,domestic_box_office,foreign_box_office
7,Terminator 3: Rise of the Machines,2003,433371112,150371112,283000000
8,The Matrix Revolutions,2003,427343298,139313948,288029350
9,X2: X-Men United,2003,407711549,214949694,192761855
10,Bad Boys II,2003,273339556,138608444,134731112
11,Something's Gotta Give,2003,265328738,124728738,140600000
12,Charlie's Angels: Full Throttle,2003,259175788,100830111,158345677
13,The Village,2003,256697520,114197520,142500000
14,Brother Bear,2003,250397798,85336277,165061521
15,Hulk,2003,245285165,132177234,113107931
16,Love Actually,2003,244931766,59696144,185235622
17,2 Fast 2 Furious,2003,236350661,127154901,109195760
18,American Wedding,2003,232722935,104565114,128157821
19,Scary Movie 3,2003,220673217,110003217,110670000
20,Elf,2003,220443451,173398518,47044933
21,Master and Commander: The Far Side of the World,2003,211622535,93927920,117694615
22,S.W.A.T.,2003,207725639,116934650,90790989
23,Spy Kids 3: Game Over,2003,197011982,111761982,85250000
24,Anger Management,2003,195745823,135645823,60100000
25,Cheaper by the Dozen,2003,190212113,138614544,51597569
26,The Haunted Mansion,2003,182290266,75847266,106443000
27,Kill Bill: Vol. 1,2003,180899045,70099045,110800000
28,The League of Extraordinary Gentlemen,2003,179265204,66465204,112800000
29,Daredevil,2003,179179718,102543518,76636200
30,How to Lose a Guy in 10 Days,2003,177502387,105813373,71689014
31,The Italian Job,2003,176070171,106128601,69941570
32,Cold Mountain,2003,173013509,95636509,77377000
33,Bringing Down the House,2003,164729679,132716677,32013002
34,Daddy Day Care,2003,164433867,104297061,60136806
35,Freaky Friday,2003,160846332,110230332,50616000
36,Johnny English,2003,160466000,28082366,132383634
37,Lara Croft Tomb Raider: The Cradle of Life,2003,160099222,65660196,94439026
38,Mystic River,2003,156595191,90135191,66460000
39,Bayside Shakedown 2,2003,155138312,,155138312
40,Seabiscuit,2003,148336445,120277854,28058591
41,Gothika,2003,141591324,59694580,81896744
42,Mona Lisa Smile,2003,141337989,63860942,77477047
43,The Jungle Book 2,2003,135703599,47901582,87802017
44,The Cat in the Hat,2003,133960541,101149285,32811256
45,School of Rock,2003,131095614,81261177,49834437
46,"Legally Blonde 2: Red, White & Blonde",2003,124914842,90186328,34728514
47,Big Fish,2003,123218424,66809693,56408731
48,Peter Pan,2003,121975011,48462608,73512403
49,Intolerable Cruelty,2003,120801243,35327628,85473615
50,Lost in Translation,2003,118685453,44585453,74100000
51,Paycheck,2003,117248958,53790451,63458507
52,Freddy vs. Jason,2003,116632628,82622655,34009973
53,The Texas Chainsaw Massacre,2003,107071655,80571655,26500000
54,Just Married,2003,101564935,56127162,45437773
55,The Recruit,2003,101191884,52802140,48389744
56,Once Upon a Time in Mexico,2003,98096026,56359780,41736246
57,Phone Booth,2003,97837138,46566212,51270926
58,Underworld,2003,95708457,51970690,43737767
59,Calendar Girls,2003,93400759,31041759,62359000
60,Final Destination 2,2003,90941129,46961214,43979915
61,Identity,2003,90259536,52159536,38100000
62,Kangaroo Jack,2003,88929111,66934963,21994148
63,Shanghai Knights,2003,88323487,60476872,27846615
64,Old School,2003,87135520,75585093,11550427
65,Tears of the Sun,2003,86468162,43734876,42733286
66,Sinbad: Legend of the Seven Seas,2003,80773077,26483452,54289625
67,The Rundown,2003,80657921,47726342,32931579
68,Runaway Jury,2003,80154140,49443628,30710512
69,Good Bye Lenin!,2003,79316957,4064200,75252757
70,Bad Santa,2003,76488889,60060328,16428561
71,Dreamcatcher,2003,75715436,33715436,42000000
72,The Core,2003,73498611,31186896,42311715
73,Holes,2003,71406573,67406573,4000000
74,Looney Tunes: Back in Action,2003,68514844,20991364,47523480
75,Open Range,2003,68296293,58331254,9965039
76,Stuck on You,2003,65784503,33832741,31951762
77,Matchstick Men,2003,65565672,36906460,28659212
78,Taxi 3,2003,65497208,497208,65000000
79,Jeepers Creepers 2,2003,63102666,35667218,27435448
80,Piglet's Big Movie,2003,62870546,23103423,39767123
81,Honey,2003,62228395,30308417,31919978
82,21 Grams,2003,60427839,16290476,44137363
83,Under the Tuscan Sun,2003,58878723,43610723,15268000
84,Agent Cody Banks,2003,58795814,47938330,10857484
85,Monster,2003,58469210,34469210,24000000
86,Cradle 2 the Grave,2003,56489558,34712347,21777211
87,The Lizzie McGuire Movie,2003,55534455,42734455,12800000
88,Out of Time,2003,55495563,41088845,14406718
89,Rugrats Go Wild,2003,55250496,39402572,15847924
90,Radio,2003,53293628,52333738,959890
91,Hollywood Homicide,2003,51142659,30940691,20201968
92,What a Girl Wants,2003,50732139,36105433,14626706
93,The Jungle Book 2 2003 Re-release,2003,50600160,,50600160
94,National Security,2003,50097949,36381186,13716763
95,Secondhand Lions,2003,48249017,42070939,6178078
96,Darkness Falls,2003,47488536,32551396,14937140
97,Torque,2003,46546197,21215059,25331138
98,The Hunted,2003,46061847,34244097,11817750
99,Good Boy,2003,45312217,37667746,7644471
100,Uptown Girls,2003,44617342,37182494,7434848
101,A Man Apart,2003,44350926,26736098,17614828
102,Timeline,2003,43935763,19481943,24453820
103,Basic,2003,42792561,26793311,15999250
104,Whale Rider,2003,41062976,20779666,20283310
105,Down with Love,2003,39468111,20305251,19162860
106,Dumb and Dumberer: When Harry Met Lloyd,2003,39267515,26276465,12991050
107,The Life of David Gale,2003,38955598,19955598,19000000
108,Head of State,2003,38620484,38125247,495237
109,The Missing,2003,38364277,27011180,11353097
110,Bulletproof Monk,2003,37713879,23358708,14355171
111,Malibu's Most Wanted,2003,34622504,34432201,190303
112,The Medallion,2003,34268701,22219192,12049509
113,The Fighting Temptations,2003,33972062,30250745,3721317
114,Pokémon: Jirachi - Wish Maker,2003,33393751,,33393751
115,Girl with a Pearl Earring,2003,33030115,11670971,21359144
116,Suddenly Paradise,2003,31679869,,31679869
117,The Blind Swordsman: Zatoichi,2003,31167430,,31167430
118,Cabin Fever,2003,30553394,21158188,9395206
119,Laws of Attraction,2003,30031874,17871255,12160619
120,Luther,2003,29413900,5791328,23622572
121,Bugs!,2003,29388999,19063544,10325455
122,Cold Creek Manor,2003,29119434,21386011,7733423
123,Wrong Turn,2003,28650575,15418790,13231785
124,Ruby & Quentin,2003,27720972,312824,27408148
125,The In-Laws,2003,26891849,20453431,6438418
126,In America,2003,25382911,15539656,9843255
127,The Miracle of Bern,2003,24816394,,24816394
128,Detective Conan: Crossroad in the Ancient Capital,2003,24342320,,24342320
129,Mortadelo & Filemon: The Big Adventure,2003,23920411,,23920411
130,Dickie Roberts: Former Child Star,2003,23769505,22738671,1030834
131,In the Cut,2003,23726793,4750602,18976191
132,Biker Boyz,2003,23510621,22076772,1433849
133,Yomigaeri,2003,23259542,,23259542
134,Confidence,2003,23014206,12251640,10762566
135,The Human Stain,2003,22954068,5381908,17572160
136,Swimming Pool,2003,22441497,10130108,12311389
137,Chouchou,2003,22288364,,22288364
138,Ghosts of the Abyss,2003,22141539,17040871,5100668
139,Love Don't Cost a Thing,2003,21964072,21924226,39846
140,The Barbarian Invasions 2003 Re-release,2003,21815430,3435749,18379681
141,Doraemon: Nobita and the Wind Wizard,2003,20428491,,20428491
142,Ong-Bak: The Thai Warrior,2003,20235426,4563167,15672259
143,View from the Top,2003,19526014,15614000,3912014
144,Duplex,2003,19322135,9692135,9630000
145,Deep Blue,2003,19288261,132261,19156000
146,A Mighty Wind,2003,18750246,17781006,969240
147,My Boss's Daughter,2003,18191005,15550605,2640400
148,My Tutor Friend,2003,17896209,,17896209
149,The New World,2003,17823920,,17823920
150,Deliver Us from Eva,2003,17573594,17573594,
151,A Guy Thing,2003,17432163,15545431,1886732
152,Would I Lie to You? 2,2003,17317084,,17317084
153,House of 1000 Corpses,2003,16829545,12634962,4194583
154,House of Sand and Fog,2003,16763804,13040288,3723516
155,Dogville,2003,16680836,1535286,15145550
156,Facing Windows,2003,15530077,543354,14986723
157,Zelary,2003,15461305,330033,15131272
158,Alex & Emma,2003,15368897,14218698,1150199
159,The Dreamers,2003,15121165,2532228,12588937
160,Oldboy,2003,14980005,707481,14272524
161,Battle Royale II,2003,14899584,,14899584
162,One Piece: Dead End Adventure,2003,14817006,,14817006
163,The Triplets of Belleville,2003,14776760,7007149,7769611
164,Together with You,2003,14687167,1151941,13535226
165,How to Deal,2003,14390329,14195227,195102
166,Football Days,2003,14117202,,14117202
167,Touching the Void,2003,13885802,4593598,9292204
168,House of the Dead,2003,13818181,10249719,3568462
169,Anything Else,2003,13585075,3212310,10372765
170,Kal Ho Naa Ho,2003,13200241,1991922,11208319
171,The Barbarian Invasions,2003,13065317,5109226,7956091
172,Onmyoji 2,2003,13022862,,13022862
173,The Divorce,2003,12991996,9081057,3910939
174,Gods and Generals,2003,12923936,12882934,41002
175,"Remember Me, My Love",2003,12671306,227986,12443320
176,Chasing Papi,2003,12661189,6130049,6531140
177,Winged Migration 2003 Re-release,2003,12634963,10764402,1870561
178,Seducing Doctor Lewis,2003,12504038,9354342,3149696
179,Monsieur Ibrahim,2003,12364836,2823890,9540946
180,Koi... Mil Gaya,2003,12168232,671372,11496860
181,Dark Blue,2003,12150301,9250301,2900000
182,Beyond Borders,2003,11705002,4430101,7274901
183,The Dope,2003,11289473,,11289473
184,Kamen Rider 555: Paradise Lost,2003,11067556,,11067556
185,Godzilla: Tokyo S.O.S.,2003,10724345,,10724345
186,The Cooler,2003,10464788,8291572,2173216
187,A Touch of Spice,2003,10395779,,10395779
188,Thirteen,2003,10128960,4601043,5527917
189,Kisarazu Cat's Eye: Nihon Series,2003,10029866,,10029866
190,Elephant,2003,10012022,1266955,8745067
191,Shin Chan: The Adult Empire Strikes Back,2003,9851449,,9851449
192,My Life Without Me,2003,9726954,400948,9326006
193,The Young Black Stallion,2003,9638389,6751389,2887000
194,Married for 7 Years,2003,9545175,,9545175
195,Veronica Guerin,2003,9439660,1571504,7868156
196,The Flying Classroom,2003,9378807,,9378807
197,"Spring, Summer, Fall, Winter... and Spring",2003,8944914,2380788,6564126
198,Après Vous,2003,8852763,830292,8022471
199,18 Years Later,2003,8785730,25611,8760119
200,Le coeur des hommes,2003,8755325,,8755325
1,Shrek 2,2004,928760770,441226247,487534523
2,Harry Potter and the Prisoner of Azkaban,2004,795634069,249541069,546093000
3,Spider-Man 2,2004,788618317,373585825,415032492
4,The Incredibles,2004,631442092,261441092,370001000
5,The Passion of the Christ,2004,611486736,370274604,241212132
6,The Day After Tomorrow,2004,552639571,186740799,365898772
7,Meet the Fockers,2004,522657936,279261160,243396776
8,Troy,2004,497409852,133378256,364031596
9,Shark Tale,2004,374583879,160861908,213721971
10,Ocean's Twelve,2004,362744280,125544280,237200000
11,"I, Robot",2004,353133898,144801023,208332875
12,National Treasure,2004,347512318,173008894,174503424
13,Van Helsing,2004,300157638,120177084,179980554
14,The Bourne Supremacy,2004,290633422,176241941,114391481
15,The Polar Express,2004,286000505,162775358,123225147
16,Bridget Jones: The Edge of Reason,2004,265126918,40226215,224900703
17,Howl's Moving Castle,2004,235347345,4711096,230636249
18,Fahrenheit 9/11,2004,222446882,119194771,103252111
19,Collateral,2004,220239925,101005703,119234222
20,The Terminal,2004,218685607,77872883,140812724
21,Million Dollar Baby,2004,216763646,100492203,116271443
22,The Aviator,2004,213719942,102610330,111109612
23,A Series of Unfortunate Events,2004,211468235,118634549,92833686
24,King Arthur,2004,203567857,51882244,151685613
25,Garfield,2004,203172417,75369589,127802828
26,50 First Dates,2004,198413428,120908074,77505354
27,The Grudge,2004,187281115,110359362,76921753
28,Scooby-Doo 2: Monsters Unleashed,2004,181216833,84216833,97000000
29,Along Came Polly,2004,178311729,88097164,90214565
30,Alien vs. Predator,2004,177427090,80282231,97144859
31,Starsky & Hutch,2004,170268750,88237754,82030996
32,Shall We Dance,2004,170128460,57890460,112238000
33,Dodgeball: A True Underdog Story,2004,168423227,114326736,54096491
34,Alexander,2004,167298192,34297191,133001001
35,The Phantom of the Opera,2004,154648887,51268815,103380072
36,Kill Bill: Vol. 2,2004,154116796,66208183,87908613
37,Home on the Range,2004,145358062,50030461,95327601
38,The SpongeBob SquarePants Movie,2004,140192993,85417988,54775005
39,The Princess Diaries 2: Royal Engagement,2004,134734481,95170481,39564000
40,Blade: Trinity,2004,131883935,52411906,79472029
41,Man on Fire,2004,130834852,77911774,52923078
42,Mean Girls,2004,130125829,86058055,44067774
43,Resident Evil: Apocalypse,2004,129342769,51201453,78141316
44,Ray,2004,123971376,75331600,48639776
45,The Notebook,2004,117812623,81001787,36810836
46,The Forgotten,2004,117592831,67133509,50459322
47,Finding Neverland,2004,116650613,51680613,64970000
48,The Chronicles of Riddick,2004,115900534,57761012,58139522
49,Closer,2004,115505027,33987757,81517270
50,White Chicks,2004,113086475,70831760,42254715
51,Sideways,2004,109706931,71503593,38203338
52,Hidalgo,2004,108040622,67303450,40737172
53,The Stepford Wives,2004,103370127,59484742,43885385
54,Saw,2004,103096345,55185045,47911300
55,Dawn of the Dead,2004,102278712,59020957,43257755
56,Kung Fu Hustle,2004,100912445,17108591,83803854
57,Ladder 49,2004,100572044,74541707,26030337
58,Hellboy,2004,99318987,59623958,39695029
59,The Butterfly Effect,2004,96693417,57938693,38754724
60,Christmas with the Kranks,2004,96572480,73780539,22791941
61,13 Going on 30,2004,96455697,57231747,39223950
62,The Manchurian Candidate,2004,96105910,65955630,30150280
63,Secret Window,2004,92913171,48022900,44890271
64,House of Flying Daggers,2004,92863945,11050094,81813851
65,Downfall,2004,92181574,5509040,86672534
66,Anchorman: The Legend of Ron Burgundy,2004,90649730,85288303,5361427
67,Catwoman,2004,82102379,40202379,41900000
68,The Chorus,2004,82032134,2087128,79945006
69,Exorcist: The Beginning,2004,78110021,41821986,36288035
70,The Ladykillers,2004,76665191,39799191,36866000
71,(T)Raumschiff Surprise - Periode 1,2004,76341401,,76341401
72,Tae Guk Gi: The Brotherhood of War,2004,76287982,1111061,75176921
73,Eternal Sunshine of the Spotless Mind,2004,74036715,34400301,39636414
74,Crying Out Love in the Center of the World,2004,73611055,,73611055
75,Without a Paddle,2004,73029190,58169327,14859863
76,Around the World in 80 Days,2004,72178895,24008137,48170758
77,Anacondas: The Hunt for the Blood Orchid,2004,70992898,32238923,38753975
78,Taxi 2004 Re-release,2004,70778329,36611066,34167263
79,A Cinderella Story,2004,70067909,51438175,18629734
80,A Very Long Engagement,2004,69424389,6524389,62900000
81,Barbershop 2: Back in Business,2004,65991448,65111277,880171
82,Taking Lives,2004,65470529,32682342,32788187
83,Miracle,2004,64445708,64378093,67615
84,After the Sunset,2004,62657868,28331233,34326635
85,Two Brothers,2004,62172050,19176754,42995296
86,Friday Night Lights,2004,61950770,61255921,694849
87,In Good Company,2004,61315215,45806659,15508556
88,Sky Captain and the World of Tomorrow,2004,57947036,37762677,20184359
89,Cellular,2004,57678321,32003620,25674701
90,The Motorcycle Diaries,2004,57663224,16781387,40881837
91,Seven Dwarves,2004,57410311,,57410311
92,Walking Tall,2004,57223890,46437717,10786173
93,Spanglish,2004,55470154,42726869,12743285
94,The Punisher,2004,54700105,33810189,20889916
95,Open Water,2004,54683487,30610863,24072624
96,Team America: World Police,2004,50826898,32786074,18040824
97,You Got Served,2004,50576805,40363810,10212995
98,Raising Helen,2004,49718611,37486512,12232099
99,Fat Albert,2004,48551322,48116322,435000
100,Be with You,2004,46616207,,46616207
101,Napoleon Dynamite,2004,46118097,44540956,1577141
102,The Sea Inside,2004,43685449,2104923,41580526
103,Wimbledon,2004,41682237,17001133,24681104
104,Twisted,2004,40954603,25198598,15756005
105,Bad Education,2004,40350837,5211842,35138995
106,Crimson Rivers 2: Angels of the Apocalypse,2004,40152148,152148,40000000
107,The Prince and Me,2004,37666766,28176497,9490269
108,Garden State,2004,35825316,26782316,9043000
109,Jersey Girl,2004,35492921,25268157,10224764
110,Alfie,2004,35060882,13399812,21661070
111,Flight of the Phoenix,2004,35021497,21009180,14012317
112,The Life Aquatic with Steve Zissou,2004,34808403,24020403,10788000
113,Pokémon the Movie: Destiny Deoxys,2004,34337258,,34337258
114,Hotel Rwanda,2004,33882243,23530892,10351351
